po_id,supplier_id,material_category,order_date,promised_date,delivery_date,ordered_quantity,received_quantity,rejected_quantity,contract_price,actual_unit_price,is_contract
PO00826,SUP014,模拟芯片,2025-05-31,2025-07-02,2025-07-01,13000,12839,122,19.84,20.25,1
PO01455,SUP025,存储芯片,2025-05-31,2025-07-14,2025-07-12,14500,14227,120,42.2,40.78,1
PO00481,SUP009,功率半导体,2025-06-01,2025-06-27,2025-06-25,10500,10318,161,23.47,27.12,0
PO00823,SUP014,模拟芯片,2025-06-01,2025-07-06,2025-07-04,7500,7477,72,19.84,19.72,1
PO00875,SUP015,模拟芯片,2025-06-01,2025-06-13,2025-06-18,11800,11153,161,17.11,16.69,1
PO01015,SUP017,模拟芯片,2025-06-01,2025-06-25,2025-06-25,5000,4880,38,15.65,15.61,1
PO01197,SUP020,传感器芯片,2025-06-01,2025-07-07,2025-07-07,7300,6886,291,24.01,24.6,1
PO01309,SUP022,传感器芯片,2025-06-01,2025-06-18,2025-06-17,14000,13822,99,30.23,29.99,1
PO01402,SUP024,传感器芯片,2025-06-01,2025-06-25,2025-07-07,13500,12619,692,24.89,21.97,1
PO01748,SUP030,存储芯片,2025-06-01,2025-06-21,2025-06-18,10000,9844,80,47.57,49.01,1
PO01784,SUP030,存储芯片,2025-06-01,2025-06-17,2025-06-14,11200,11189,70,47.57,46.52,1
PO00122,SUP003,MCU控制芯片,2025-06-02,2025-06-28,2025-06-26,8000,7922,65,32.91,32.75,1
PO00731,SUP013,模拟芯片,2025-06-02,2025-06-29,2025-06-27,4200,4156,41,19.27,18.85,1
PO00915,SUP016,模拟芯片,2025-06-02,2025-07-16,2025-07-13,9000,8964,71,16.57,16.92,1
PO00983,SUP017,模拟芯片,2025-06-02,2025-06-25,2025-06-26,4000,3907,23,15.65,15.82,1
PO01189,SUP020,传感器芯片,2025-06-02,2025-07-12,2025-07-11,11000,10699,446,24.01,23.89,1
PO01264,SUP022,传感器芯片,2025-06-02,2025-06-24,2025-06-23,11500,11213,82,30.23,29.5,1
PO00049,SUP001,MCU控制芯片,2025-06-03,2025-07-06,2025-07-04,2200,2009,131,40.43,39.41,1
PO00153,SUP003,MCU控制芯片,2025-06-03,2025-07-03,2025-06-30,8500,8366,57,32.91,32.71,1
PO00388,SUP007,功率半导体,2025-06-03,2025-07-02,2025-06-30,2800,2729,20,25.7,25.46,1
PO00536,SUP009,功率半导体,2025-06-03,2025-06-27,2025-06-25,9000,8626,128,23.47,23.66,0
PO00623,SUP011,功率半导体,2025-06-03,2025-07-10,2025-07-15,3000,2829,25,25.67,24.65,1
PO00706,SUP012,功率半导体,2025-06-03,2025-06-16,2025-06-15,11200,10952,137,24.03,24.69,1
PO00894,SUP015,模拟芯片,2025-06-03,2025-06-16,2025-06-13,8600,8377,98,17.11,16.44,1
PO00994,SUP017,模拟芯片,2025-06-03,2025-06-28,2025-07-01,3000,2930,16,15.65,15.83,1
PO01094,SUP019,传感器芯片,2025-06-03,2025-07-15,2025-07-14,5500,5435,41,27.56,28.29,1
PO01161,SUP020,传感器芯片,2025-06-03,2025-07-13,2025-07-22,13000,12703,525,24.01,23.81,1
PO01543,SUP026,存储芯片,2025-06-03,2025-07-12,2025-07-09,2200,2156,15,48.9,49.7,1
PO00406,SUP007,功率半导体,2025-06-04,2025-07-01,2025-06-28,10800,10502,98,25.7,26.12,1
PO00856,SUP015,模拟芯片,2025-06-04,2025-06-19,2025-06-18,9600,8961,103,17.11,18.49,1
PO01164,SUP020,传感器芯片,2025-06-04,2025-07-10,2025-07-07,10400,10283,394,24.01,24.57,1
PO01321,SUP023,传感器芯片,2025-06-04,2025-07-02,2025-07-02,14200,14043,87,29.62,29.46,1
PO01426,SUP024,传感器芯片,2025-06-04,2025-06-29,2025-06-26,7500,7346,389,24.89,26.21,1
PO01578,SUP027,存储芯片,2025-06-04,2025-06-30,2025-06-28,2400,2262,111,51.65,58.9,0
PO00113,SUP002,MCU控制芯片,2025-06-05,2025-07-06,2025-07-03,7200,7146,66,34.81,34.86,1
PO00418,SUP007,功率半导体,2025-06-05,2025-06-30,2025-06-28,3800,3698,28,25.7,25.71,1
PO00465,SUP008,功率半导体,2025-06-05,2025-07-15,2025-07-13,13700,12900,535,25.95,26.68,1
PO00754,SUP013,模拟芯片,2025-06-05,2025-07-03,2025-07-01,6700,6575,46,19.27,19.28,1
PO00987,SUP017,模拟芯片,2025-06-05,2025-06-26,2025-06-27,11500,11360,92,15.65,15.34,1
PO01220,SUP021,传感器芯片,2025-06-05,2025-07-08,2025-07-08,10500,10450,98,25.29,25.07,1
PO01327,SUP023,传感器芯片,2025-06-05,2025-06-28,2025-06-27,3600,3594,25,29.62,29.21,1
PO00596,SUP010,功率半导体,2025-06-06,2025-07-15,2025-07-18,7900,7731,62,21.51,22.13,1
PO00817,SUP014,模拟芯片,2025-06-06,2025-07-05,2025-07-05,11500,11157,75,19.84,19.11,1
PO01115,SUP019,传感器芯片,2025-06-06,2025-07-19,2025-07-17,3000,2990,23,27.56,27.39,1
PO01122,SUP019,传感器芯片,2025-06-06,2025-07-16,2025-07-16,4500,4410,34,27.56,27.21,1
PO00029,SUP001,MCU控制芯片,2025-06-07,2025-07-10,2025-07-09,7800,7147,362,40.43,38.52,1
PO00363,SUP007,功率半导体,2025-06-07,2025-07-04,2025-07-02,13800,13676,111,25.7,25.1,1
PO00631,SUP011,功率半导体,2025-06-07,2025-07-14,2025-07-12,3500,3398,48,25.67,26.55,1
PO01154,SUP020,传感器芯片,2025-06-07,2025-07-13,2025-07-13,5200,5022,205,24.01,23.39,1
PO01515,SUP026,存储芯片,2025-06-07,2025-07-11,2025-07-13,13300,13273,112,48.9,48.91,1
PO00343,SUP006,MCU控制芯片,2025-06-08,2025-07-17,2025-07-16,3800,3787,157,32.85,32.0,1
PO00346,SUP006,MCU控制芯片,2025-06-08,2025-07-11,2025-07-08,9600,9568,396,32.85,33.93,1
PO00677,SUP012,功率半导体,2025-06-08,2025-06-24,2025-06-30,2300,2118,28,24.03,24.05,1
PO01201,SUP021,传感器芯片,2025-06-08,2025-07-09,2025-07-06,11500,11304,80,25.29,24.69,1
PO00028,SUP001,MCU控制芯片,2025-06-09,2025-07-15,2025-07-31,14400,12883,715,40.43,49.94,0
PO00511,SUP009,功率半导体,2025-06-09,2025-06-29,2025-06-28,8000,7832,121,23.47,24.23,1
PO00512,SUP009,功率半导体,2025-06-09,2025-07-03,2025-07-09,8000,7882,124,23.47,27.0,0
PO00949,SUP016,模拟芯片,2025-06-09,2025-07-21,2025-07-21,13200,12864,118,16.57,16.73,1
PO01146,SUP020,传感器芯片,2025-06-09,2025-07-17,2025-07-16,13100,13072,510,24.01,24.89,1
PO00191,SUP004,MCU控制芯片,2025-06-10,2025-07-26,2025-07-25,3200,3188,43,32.43,29.56,1
PO00324,SUP006,MCU控制芯片,2025-06-10,2025-07-14,2025-07-13,6000,5732,231,32.85,32.53,1
PO00464,SUP008,功率半导体,2025-06-10,2025-07-16,2025-07-16,5700,5399,234,25.95,26.15,1
PO00617,SUP011,功率半导体,2025-06-10,2025-07-14,2025-07-11,5700,5386,60,25.67,24.9,1
PO00776,SUP013,模拟芯片,2025-06-10,2025-07-06,2025-07-03,3500,3495,21,19.27,19.24,1
PO00818,SUP014,模拟芯片,2025-06-10,2025-07-09,2025-07-08,12500,12206,87,19.84,20.23,1
PO00833,SUP014,模拟芯片,2025-06-10,2025-07-15,2025-07-15,4000,3930,26,19.84,19.99,1
PO00837,SUP014,模拟芯片,2025-06-10,2025-07-09,2025-07-08,3500,3451,27,19.84,20.01,1
PO01073,SUP018,模拟芯片,2025-06-10,2025-07-13,2025-07-13,15000,14644,109,19.23,19.09,1
PO01325,SUP023,传感器芯片,2025-06-10,2025-07-03,2025-07-02,9600,9405,77,29.62,29.69,1
PO00003,SUP001,MCU控制芯片,2025-06-11,2025-07-18,2025-07-16,8200,7479,410,40.43,39.86,1
PO00183,SUP004,MCU控制芯片,2025-06-11,2025-07-25,2025-07-24,11800,11524,180,32.43,35.42,1
PO00666,SUP012,功率半导体,2025-06-11,2025-06-30,2025-06-29,5200,4990,69,24.03,23.41,1
PO00890,SUP015,模拟芯片,2025-06-11,2025-06-29,2025-06-27,6800,6324,82,17.11,17.09,1
PO00980,SUP017,模拟芯片,2025-06-11,2025-07-02,2025-06-30,10500,10191,82,15.65,15.49,1
PO01247,SUP021,传感器芯片,2025-06-11,2025-07-14,2025-07-11,11000,10920,79,25.29,25.65,1
PO00374,SUP007,功率半导体,2025-06-12,2025-07-12,2025-07-12,12600,12255,82,25.7,25.65,1
PO01294,SUP022,传感器芯片,2025-06-12,2025-06-29,2025-06-29,4500,4375,26,30.23,29.98,1
PO01511,SUP026,存储芯片,2025-06-12,2025-07-16,2025-07-15,11400,11270,97,48.9,47.47,1
PO00002,SUP001,MCU控制芯片,2025-06-13,2025-07-16,2025-07-15,2400,2388,132,40.43,51.5,0
PO00065,SUP002,MCU控制芯片,2025-06-13,2025-07-09,2025-07-08,7200,7074,55,34.81,34.8,1
PO00553,SUP010,功率半导体,2025-06-13,2025-07-21,2025-07-19,7700,7580,70,21.51,22.35,0
PO00606,SUP011,功率半导体,2025-06-13,2025-07-21,2025-07-31,11600,10732,112,25.67,25.7,1
PO01291,SUP022,传感器芯片,2025-06-13,2025-07-01,2025-06-28,5500,5479,38,30.23,29.53,1
PO01705,SUP029,存储芯片,2025-06-13,2025-07-18,2025-07-17,5700,5534,41,49.51,50.95,1
PO01730,SUP029,存储芯片,2025-06-13,2025-07-21,2025-07-20,3700,3606,37,49.51,50.39,1
PO00652,SUP011,功率半导体,2025-06-14,2025-07-21,2025-07-20,12900,11945,150,25.67,27.98,0
PO01155,SUP020,传感器芯片,2025-06-14,2025-07-24,2025-07-23,3800,3610,148,24.01,24.08,1
PO01403,SUP024,传感器芯片,2025-06-14,2025-07-08,2025-07-14,3000,2661,133,24.89,25.57,1
PO00495,SUP009,功率半导体,2025-06-15,2025-07-05,2025-07-10,6000,5975,102,23.47,24.45,1
PO00746,SUP013,模拟芯片,2025-06-15,2025-07-14,2025-07-13,11400,11164,80,19.27,18.87,1
PO01371,SUP023,传感器芯片,2025-06-15,2025-07-12,2025-07-10,14800,14388,105,29.62,29.67,1
PO01459,SUP025,存储芯片,2025-06-15,2025-07-31,2025-07-31,7000,6818,55,42.2,42.43,1
PO00756,SUP013,模拟芯片,2025-06-16,2025-07-14,2025-07-12,15000,14896,132,19.27,19.22,1
PO00793,SUP014,模拟芯片,2025-06-16,2025-07-18,2025-07-16,13500,13118,102,19.84,19.45,1
PO00880,SUP015,模拟芯片,2025-06-16,2025-07-01,2025-06-29,14600,14302,177,17.11,17.36,1
PO01096,SUP019,传感器芯片,2025-06-16,2025-07-24,2025-07-22,6500,6459,61,27.56,27.23,1
PO01465,SUP025,存储芯片,2025-06-16,2025-08-03,2025-07-31,12000,11842,88,42.2,42.22,1
PO00097,SUP002,MCU控制芯片,2025-06-17,2025-07-16,2025-07-15,11400,11284,80,34.81,34.01,1
PO00479,SUP008,功率半导体,2025-06-17,2025-07-24,2025-07-21,4500,4434,175,25.95,25.92,1
PO00642,SUP011,功率半导体,2025-06-17,2025-07-21,2025-07-18,9700,9212,124,25.67,25.51,1
PO01242,SUP021,传感器芯片,2025-06-17,2025-07-19,2025-07-16,13000,12768,93,25.29,25.35,1
PO01244,SUP021,传感器芯片,2025-06-17,2025-07-19,2025-07-19,13000,12918,90,25.29,25.37,1
PO00013,SUP001,MCU控制芯片,2025-06-18,2025-07-20,2025-07-17,10000,9841,561,40.43,44.97,1
PO00098,SUP002,MCU控制芯片,2025-06-18,2025-07-16,2025-07-16,14900,14471,113,34.81,35.13,1
PO00923,SUP016,模拟芯片,2025-06-18,2025-08-03,2025-08-02,2200,2138,14,16.57,16.2,1
PO00935,SUP016,模拟芯片,2025-06-18,2025-07-31,2025-07-31,6800,6619,57,16.57,16.85,1
PO01596,SUP027,存储芯片,2025-06-18,2025-07-18,2025-07-30,13900,13773,768,51.65,59.88,0
PO01052,SUP018,模拟芯片,2025-06-19,2025-07-19,2025-07-18,6500,6359,58,19.23,19.49,1
PO01076,SUP018,模拟芯片,2025-06-19,2025-07-16,2025-07-15,8000,7907,55,19.23,20.01,1
PO01169,SUP020,传感器芯片,2025-06-19,2025-07-24,2025-07-21,12200,11815,465,24.01,24.99,1
PO01721,SUP029,存储芯片,2025-06-19,2025-07-24,2025-07-22,6100,6050,64,49.51,49.51,1
PO01800,SUP030,存储芯片,2025-06-19,2025-07-09,2025-07-08,2400,2331,20,47.57,47.36,1
PO00172,SUP003,MCU控制芯片,2025-06-20,2025-07-17,2025-07-14,10500,10271,88,32.91,33.17,1
PO00770,SUP013,模拟芯片,2025-06-20,2025-07-20,2025-07-18,2300,2235,16,19.27,19.13,1
PO00888,SUP015,模拟芯片,2025-06-20,2025-07-04,2025-07-11,9400,8675,103,17.11,17.01,1
PO01756,SUP030,存储芯片,2025-06-20,2025-07-06,2025-07-03,2600,2565,22,47.57,47.59,1
PO00449,SUP008,功率半导体,2025-06-21,2025-07-31,2025-07-29,2900,2756,107,25.95,26.1,1
PO01009,SUP017,模拟芯片,2025-06-21,2025-07-17,2025-07-15,9500,9453,81,15.65,15.63,1
PO01628,SUP028,存储芯片,2025-06-21,2025-07-19,2025-07-16,13000,12714,104,42.79,42.09,1
PO01786,SUP030,存储芯片,2025-06-21,2025-07-09,2025-07-07,5400,5323,53,47.57,48.07,1
PO00339,SUP006,MCU控制芯片,2025-06-22,2025-07-26,2025-07-29,12500,12272,474,32.85,31.92,1
PO00440,SUP008,功率半导体,2025-06-22,2025-07-30,2025-07-30,2100,2088,78,25.95,26.04,1
PO00675,SUP012,功率半导体,2025-06-22,2025-07-07,2025-07-27,6500,6114,59,24.03,24.13,1
PO01057,SUP018,模拟芯片,2025-06-22,2025-07-20,2025-07-17,6000,5854,41,19.23,19.38,1
PO01359,SUP023,传感器芯片,2025-06-22,2025-07-16,2025-07-14,5000,4974,35,29.62,29.78,1
PO01370,SUP023,传感器芯片,2025-06-22,2025-07-21,2025-07-24,3800,3799,27,29.62,29.46,1
PO01589,SUP027,存储芯片,2025-06-22,2025-07-22,2025-07-21,12400,12136,648,51.65,52.91,1
PO00069,SUP002,MCU控制芯片,2025-06-23,2025-07-19,2025-07-19,9700,9656,65,34.81,35.08,1
PO00171,SUP003,MCU控制芯片,2025-06-24,2025-07-20,2025-07-17,7500,7320,57,32.91,33.01,1
PO00383,SUP007,功率半导体,2025-06-24,2025-07-25,2025-07-24,5200,5109,44,25.7,25.82,1
PO00613,SUP011,功率半导体,2025-06-24,2025-08-01,2025-08-11,5100,5049,61,25.67,25.79,1
PO00676,SUP012,功率半导体,2025-06-24,2025-07-11,2025-07-10,7300,7185,89,24.03,24.12,1
PO00755,SUP013,模拟芯片,2025-06-24,2025-07-20,2025-07-17,5400,5240,39,19.27,19.16,1
PO00093,SUP002,MCU控制芯片,2025-06-25,2025-07-21,2025-07-23,5300,5238,34,34.81,34.99,1
PO00202,SUP004,MCU控制芯片,2025-06-25,2025-08-08,2025-08-15,10200,9815,144,32.43,33.75,1
PO01236,SUP021,传感器芯片,2025-06-25,2025-07-24,2025-07-23,11500,11237,95,25.29,24.63,1
PO01268,SUP022,传感器芯片,2025-06-25,2025-07-18,2025-07-21,7500,7283,45,30.23,30.98,1
PO01492,SUP025,存储芯片,2025-06-25,2025-08-06,2025-08-03,13500,13243,85,42.2,42.07,1
PO00352,SUP006,MCU控制芯片,2025-06-26,2025-08-04,2025-08-02,4700,4611,183,32.85,32.74,1
PO00586,SUP010,功率半导体,2025-06-26,2025-08-02,2025-07-31,9500,9341,75,21.51,21.6,1
PO01472,SUP025,存储芯片,2025-06-26,2025-08-08,2025-08-05,3500,3398,26,42.2,41.7,1
PO01114,SUP019,传感器芯片,2025-06-27,2025-08-03,2025-08-02,9000,8946,80,27.56,27.75,1
PO01431,SUP024,传感器芯片,2025-06-27,2025-07-26,2025-07-24,10000,9743,542,24.89,25.47,1
PO00532,SUP009,功率半导体,2025-06-28,2025-07-22,2025-07-20,14000,13888,182,23.47,25.13,1
PO00539,SUP009,功率半导体,2025-06-28,2025-07-20,2025-07-20,3500,3462,51,23.47,24.19,1
PO01044,SUP018,模拟芯片,2025-06-28,2025-07-27,2025-07-26,2500,2497,26,19.23,19.3,1
PO01174,SUP020,传感器芯片,2025-06-28,2025-08-03,2025-07-31,8400,8337,326,24.01,23.34,1
PO01270,SUP022,传感器芯片,2025-06-28,2025-07-15,2025-07-12,15000,14674,103,30.23,30.07,1
PO00271,SUP005,MCU控制芯片,2025-06-29,2025-07-22,2025-07-30,4000,3839,44,34.47,34.61,1
PO00469,SUP008,功率半导体,2025-06-29,2025-08-05,2025-08-10,5800,5630,233,25.95,27.52,1
PO00612,SUP011,功率半导体,2025-06-29,2025-08-04,2025-08-04,6000,5617,71,25.67,25.16,1
PO01191,SUP020,传感器芯片,2025-06-29,2025-08-09,2025-08-08,4600,4533,188,24.01,25.21,0
PO01612,SUP027,存储芯片,2025-06-29,2025-07-29,2025-08-06,5700,5660,327,51.65,53.7,0
PO00041,SUP001,MCU控制芯片,2025-06-30,2025-08-03,2025-08-18,4400,4309,252,40.43,39.17,0
PO00272,SUP005,MCU控制芯片,2025-06-30,2025-07-29,2025-07-26,10000,9786,149,34.47,35.93,1
PO01210,SUP021,传感器芯片,2025-06-30,2025-07-28,2025-07-27,10000,9854,82,25.29,25.26,1
PO01263,SUP022,传感器芯片,2025-06-30,2025-07-22,2025-07-22,14000,13832,107,30.23,30.38,1
PO01595,SUP027,存储芯片,2025-06-30,2025-07-31,2025-08-11,5600,5088,274,51.65,65.8,0
PO00059,SUP001,MCU控制芯片,2025-07-01,2025-08-07,2025-08-22,10400,9507,551,40.43,42.38,1
PO00270,SUP005,MCU控制芯片,2025-07-01,2025-07-24,2025-07-21,14500,14464,215,34.47,34.33,1
PO00649,SUP011,功率半导体,2025-07-01,2025-08-06,2025-08-06,4400,4061,57,25.67,26.18,1
PO00749,SUP013,模拟芯片,2025-07-01,2025-07-28,2025-07-28,2800,2742,22,19.27,19.79,1
PO00753,SUP013,模拟芯片,2025-07-01,2025-07-29,2025-07-26,9000,8952,62,19.27,19.51,1
PO01008,SUP017,模拟芯片,2025-07-01,2025-07-23,2025-07-23,7500,7466,74,15.65,15.8,1
PO01156,SUP020,传感器芯片,2025-07-01,2025-08-05,2025-08-03,13100,13064,526,24.01,23.11,1
PO00247,SUP005,MCU控制芯片,2025-07-02,2025-07-25,2025-07-23,12000,11651,176,34.47,38.37,1
PO00340,SUP006,MCU控制芯片,2025-07-02,2025-08-05,2025-08-04,14400,13657,495,32.85,33.52,1
PO00376,SUP007,功率半导体,2025-07-02,2025-07-28,2025-07-26,4600,4493,38,25.7,25.66,1
PO00717,SUP012,功率半导体,2025-07-02,2025-07-19,2025-07-30,8400,8386,101,24.03,24.03,1
PO01012,SUP017,模拟芯片,2025-07-02,2025-07-28,2025-07-25,5500,5368,42,15.65,15.78,1
PO00228,SUP004,MCU控制芯片,2025-07-03,2025-08-15,2025-08-14,14600,14578,230,32.43,34.9,1
PO00400,SUP007,功率半导体,2025-07-04,2025-07-30,2025-08-03,14200,13833,92,25.7,25.81,1
PO01125,SUP019,传感器芯片,2025-07-04,2025-08-11,2025-08-10,3500,3466,27,27.56,27.51,1
PO01257,SUP021,传感器芯片,2025-07-04,2025-08-04,2025-08-04,8000,7852,52,25.29,25.06,1
PO01349,SUP023,传感器芯片,2025-07-04,2025-07-27,2025-07-25,11400,11390,91,29.62,29.67,1
PO01421,SUP024,传感器芯片,2025-07-04,2025-07-27,2025-07-24,10000,9743,531,24.89,28.82,1
PO00042,SUP001,MCU控制芯片,2025-07-05,2025-08-07,2025-08-07,15000,14590,788,40.43,39.23,1
PO00218,SUP004,MCU控制芯片,2025-07-05,2025-08-18,2025-08-16,6800,6579,95,32.43,33.88,1
PO00468,SUP008,功率半导体,2025-07-05,2025-08-09,2025-08-06,8100,7903,347,25.95,26.08,1
PO01062,SUP018,模拟芯片,2025-07-05,2025-08-04,2025-08-01,3500,3431,27,19.23,19.17,1
PO01179,SUP020,传感器芯片,2025-07-05,2025-08-10,2025-08-08,2900,2736,105,24.01,23.81,1
PO01282,SUP022,传感器芯片,2025-07-05,2025-07-28,2025-07-27,7000,6884,69,30.23,30.17,1
PO01311,SUP022,传感器芯片,2025-07-05,2025-07-28,2025-07-27,9000,8795,73,30.23,30.47,1
PO01645,SUP028,存储芯片,2025-07-05,2025-08-08,2025-08-05,10000,9710,80,42.79,42.45,1
PO00413,SUP007,功率半导体,2025-07-06,2025-08-02,2025-07-31,8400,8366,63,25.7,26.25,1
PO00462,SUP008,功率半导体,2025-07-06,2025-08-13,2025-08-11,14900,14790,587,25.95,26.71,1
PO00626,SUP011,功率半导体,2025-07-06,2025-08-08,2025-08-06,10600,10476,113,25.67,26.24,1
PO00788,SUP014,模拟芯片,2025-07-06,2025-08-04,2025-08-02,9500,9475,90,19.84,20.29,1
PO01101,SUP019,传感器芯片,2025-07-06,2025-08-17,2025-08-17,13000,12666,107,27.56,27.62,1
PO01177,SUP020,传感器芯片,2025-07-06,2025-08-12,2025-08-09,14000,13963,566,24.01,24.16,1
PO01538,SUP026,存储芯片,2025-07-06,2025-08-12,2025-08-10,15000,14902,111,48.9,50.07,1
PO00434,SUP008,功率半导体,2025-07-07,2025-08-17,2025-08-15,10600,10320,394,25.95,26.31,1
PO01333,SUP023,传感器芯片,2025-07-07,2025-08-05,2025-08-04,4600,4494,36,29.62,29.15,1
PO01441,SUP025,存储芯片,2025-07-07,2025-08-20,2025-08-19,4000,3957,32,42.2,42.35,1
PO01769,SUP030,存储芯片,2025-07-07,2025-07-25,2025-07-24,11800,11486,83,47.57,47.25,1
PO00092,SUP002,MCU控制芯片,2025-07-08,2025-08-04,2025-08-04,3200,3196,21,34.81,34.21,1
PO01053,SUP018,模拟芯片,2025-07-08,2025-08-06,2025-08-03,6000,5821,48,19.23,19.45,1
PO01296,SUP022,传感器芯片,2025-07-08,2025-07-30,2025-07-29,9000,8936,72,30.23,30.86,1
PO01326,SUP023,传感器芯片,2025-07-08,2025-08-04,2025-08-03,15000,14610,119,29.62,29.69,1
PO01635,SUP028,存储芯片,2025-07-08,2025-08-05,2025-08-02,11000,10983,94,42.79,43.35,1
PO01704,SUP029,存储芯片,2025-07-08,2025-08-16,2025-08-14,8600,8391,61,49.51,50.06,1
PO01724,SUP029,存储芯片,2025-07-08,2025-08-12,2025-08-09,3800,3783,31,49.51,51.12,1
PO01728,SUP029,存储芯片,2025-07-08,2025-08-16,2025-08-15,3100,3090,34,49.51,50.27,1
PO00456,SUP008,功率半导体,2025-07-09,2025-08-18,2025-08-18,7800,7608,308,25.95,26.23,1
PO01194,SUP020,传感器芯片,2025-07-09,2025-08-17,2025-08-20,2400,2398,105,24.01,23.75,1
PO01533,SUP026,存储芯片,2025-07-09,2025-08-18,2025-08-15,13700,13544,99,48.9,49.58,1
PO01646,SUP028,存储芯片,2025-07-09,2025-08-11,2025-08-08,7500,7355,60,42.79,42.72,1
PO01732,SUP029,存储芯片,2025-07-09,2025-08-14,2025-08-12,5600,5541,35,49.51,49.14,1
PO00421,SUP008,功率半导体,2025-07-10,2025-08-18,2025-08-17,6900,6669,286,25.95,25.4,1
PO00429,SUP008,功率半导体,2025-07-10,2025-08-15,2025-08-14,5500,5291,208,25.95,26.22,1
PO01030,SUP018,模拟芯片,2025-07-10,2025-08-06,2025-08-05,11500,11303,109,19.23,20.92,0
PO01118,SUP019,传感器芯片,2025-07-10,2025-08-17,2025-08-14,3000,2932,24,27.56,27.67,1
PO01618,SUP027,存储芯片,2025-07-10,2025-08-07,2025-08-06,7500,7089,367,51.65,45.39,1
PO01777,SUP030,存储芯片,2025-07-10,2025-07-28,2025-07-26,9000,8988,74,47.57,46.4,1
PO00545,SUP010,功率半导体,2025-07-11,2025-08-16,2025-08-20,11700,11465,91,21.51,21.78,1
PO00682,SUP012,功率半导体,2025-07-11,2025-07-25,2025-08-05,7600,7257,86,24.03,24.22,1
PO00701,SUP012,功率半导体,2025-07-11,2025-07-28,2025-07-27,7700,7300,86,24.03,26.05,0
PO00968,SUP017,模拟芯片,2025-07-11,2025-08-04,2025-08-03,11500,11252,74,15.65,15.13,1
PO01346,SUP023,传感器芯片,2025-07-11,2025-08-07,2025-08-06,13400,13062,107,29.62,29.81,1
PO01717,SUP029,存储芯片,2025-07-11,2025-08-15,2025-08-12,12300,11960,106,49.51,48.75,1
PO01792,SUP030,存储芯片,2025-07-11,2025-07-29,2025-07-27,14200,14173,126,47.57,47.4,1
PO00196,SUP004,MCU控制芯片,2025-07-12,2025-08-22,2025-08-21,5200,5196,80,32.43,34.12,1
PO00550,SUP010,功率半导体,2025-07-12,2025-08-17,2025-08-22,13300,13170,113,21.51,21.64,1
PO00734,SUP013,模拟芯片,2025-07-12,2025-08-11,2025-08-11,5400,5350,47,19.27,21.33,0
PO01625,SUP028,存储芯片,2025-07-12,2025-08-11,2025-08-10,3000,2995,22,42.79,43.41,1
PO00047,SUP001,MCU控制芯片,2025-07-13,2025-08-18,2025-08-17,8600,8507,467,40.43,36.84,1
PO00795,SUP014,模拟芯片,2025-07-13,2025-08-13,2025-08-13,8000,7782,67,19.84,20.06,1
PO00957,SUP016,模拟芯片,2025-07-13,2025-08-30,2025-08-29,7000,6964,59,16.57,16.67,1
PO01079,SUP018,模拟芯片,2025-07-13,2025-08-12,2025-08-11,12500,12199,95,19.23,19.32,1
PO01219,SUP021,传感器芯片,2025-07-13,2025-08-15,2025-08-13,11500,11335,85,25.29,24.42,1
PO01488,SUP025,存储芯片,2025-07-13,2025-08-25,2025-08-24,9000,8834,75,42.2,42.6,1
PO01758,SUP030,存储芯片,2025-07-13,2025-07-30,2025-07-27,5800,5663,41,47.57,47.46,1
PO00286,SUP005,MCU控制芯片,2025-07-14,2025-08-11,2025-08-20,2500,2493,28,34.47,37.91,0
PO01344,SUP023,传感器芯片,2025-07-14,2025-08-12,2025-08-10,11400,11285,87,29.62,28.91,1
PO01740,SUP029,存储芯片,2025-07-14,2025-08-19,2025-08-19,6500,6407,70,49.51,49.76,1
PO00741,SUP013,模拟芯片,2025-07-15,2025-08-12,2025-08-11,13700,13310,123,19.27,19.24,1
PO01390,SUP024,传感器芯片,2025-07-15,2025-08-13,2025-08-10,7000,6594,367,24.89,19.0,1
PO01566,SUP027,存储芯片,2025-07-15,2025-08-15,2025-08-14,8800,8119,425,51.65,49.9,1
PO00149,SUP003,MCU控制芯片,2025-07-16,2025-08-15,2025-08-12,3500,3419,26,32.91,32.92,1
PO00320,SUP006,MCU控制芯片,2025-07-16,2025-08-23,2025-08-23,13800,13251,542,32.85,33.34,1
PO00763,SUP013,模拟芯片,2025-07-16,2025-08-12,2025-08-14,9500,9276,68,19.27,19.09,1
PO01130,SUP019,传感器芯片,2025-07-16,2025-08-24,2025-08-23,8500,8308,59,27.56,31.03,0
PO00088,SUP002,MCU控制芯片,2025-07-17,2025-08-14,2025-08-12,13100,12866,92,34.81,34.69,1
PO00369,SUP007,功率半导体,2025-07-17,2025-08-17,2025-08-17,6400,6298,44,25.7,26.06,1
PO00961,SUP017,模拟芯片,2025-07-17,2025-08-10,2025-08-08,15000,14629,125,15.65,15.56,1
PO01069,SUP018,模拟芯片,2025-07-17,2025-08-13,2025-08-10,12500,12167,92,19.23,18.94,1
PO01427,SUP024,传感器芯片,2025-07-17,2025-08-10,2025-08-24,7000,6599,357,24.89,25.56,1
PO00280,SUP005,MCU控制芯片,2025-07-18,2025-08-10,2025-08-07,13500,13290,211,34.47,31.5,1
